Time;x;y;z;7c:9e:bd:f9:c3:72;7c:9e:bd:f0:91:c6;7c:9e:bd:f1:d3:e6;7c:9e:bd:f0:87:de;7c:9e:bd:f1:d6:92;7c:9e:bd:f8:d5:de;7c:9e:bd:f1:e3:96;7c:9e:bd:f9:ad:76
02/01/2021 14:56;79,0;0,0;2,9;-77,0;-89;-86;-88;-70,0;-83;-67,0;-200,0
02/01/2021 14:56;79,0;0,0;2,9;-76,0;-90;-88;-90;-70,0;-83;-68,0;-200,0
02/01/2021 14:56;79,0;0,0;2,9;-76,0;-89;-88;-200;-70,0;-82;-68,0;-200,0
02/01/2021 14:57;79,0;0,0;2,9;-77,0;-89;-88;-88;-71,0;-82;-68,0;-200,0
02/01/2021 14:57;79,0;0,0;2,9;-79,0;-90;-87;-88;-71,0;-83;-72,0;-200,0
02/01/2021 14:57;78,0;0,0;2,9;-78,0;-81;-91;-80;-77,0;-82;-58,0;-87,0
02/01/2021 14:57;78,0;0,0;2,9;-81,0;-88;-91;-80;-74,0;-83;-58,0;-88,0
02/01/2021 14:57;78,0;0,0;2,9;-79,0;-82;-89;-86;-78,0;-80;-58,0;-90,0
02/01/2021 14:57;78,0;0,0;2,9;-78,0;-83;-91;-81;-75,0;-81;-59,0;-87,0
02/01/2021 14:57;78,0;0,0;2,9;-82,0;-88;-91;-82;-83,0;-81;-61,0;-93,0
02/01/2021 14:58;77,0;0,0;2,9;-79,0;-91;-82;-80;-82,0;-84;-58,0;-93,0
02/01/2021 14:58;77,0;0,0;2,9;-79,0;-92;-82;-81;-81,0;-83;-59,0;-91,0
02/01/2021 14:58;77,0;0,0;2,9;-79,0;-87;-81;-83;-80,0;-82;-58,0;-90,0
02/01/2021 14:58;77,0;0,0;2,9;-87,0;-89;-91;-80;-81,0;-84;-59,0;-93,0
02/01/2021 14:58;77,0;0,0;2,9;-79,0;-91;-89;-82;-80,0;-83;-58,0;-91,0
02/01/2021 14:58;76,0;0,0;2,9;-84,0;-84;-92;-85;-70,0;-80;-66,0;-92,0
02/01/2021 14:58;76,0;0,0;2,9;-84,0;-89;-84;-82;-71,0;-79;-66,0;-93,0
02/01/2021 14:58;76,0;0,0;2,9;-82,0;-88;-95;-85;-70,0;-79;-68,0;-91,0
02/01/2021 14:58;76,0;0,0;2,9;-85,0;-200;-88;-85;-70,0;-78;-67,0;-89,0
02/01/2021 14:58;76,0;0,0;2,9;-86,0;-85;-89;-83;-70,0;-78;-67,0;-89,0
02/01/2021 14:59;51,0;0,0;2,9;-82,0;-84;-200;-82;-74,0;-78;-77,0;-200,0
02/01/2021 14:59;51,0;0,0;2,9;-82,0;-84;-93;-91;-76,0;-79;-76,0;-93,0
02/01/2021 14:59;51,0;0,0;2,9;-81,0;-86;-200;-90;-74,0;-79;-75,0;-96,0
02/01/2021 14:59;51,0;0,0;2,9;-82,0;-84;-96;-90;-75,0;-79;-75,0;-94,0
02/01/2021 14:59;51,0;0,0;2,9;-82,0;-85;-200;-82;-75,0;-78;-76,0;-200,0
02/01/2021 15:00;49,0;0,0;2,9;-83,0;-83;-88;-85;-62,0;-93;-69,0;-200,0
02/01/2021 15:00;49,0;0,0;2,9;-84,0;-83;-87;-84;-68,0;-92;-70,0;-93,0
02/01/2021 15:00;49,0;0,0;2,9;-84,0;-82;-90;-85;-61,0;-87;-69,0;-93,0
02/01/2021 15:00;49,0;0,0;2,9;-84,0;-82;-91;-85;-60,0;-88;-69,0;-91,0
02/01/2021 15:00;49,0;0,0;2,9;-81,0;-83;-96;-83;-60,0;-92;-71,0;-94,0
02/01/2021 15:01;19,0;0,0;2,9;-89,0;-86;-87;-92;-62,0;-88;-71,0;-95,0
02/01/2021 15:01;19,0;0,0;2,9;-81,0;-88;-85;-86;-60,0;-86;-65,0;-200,0
02/01/2021 15:01;19,0;0,0;2,9;-81,0;-85;-84;-91;-59,0;-83;-71,0;-200,0
02/01/2021 15:01;19,0;0,0;2,9;-84,0;-87;-92;-89;-60,0;-83;-72,0;-92,0
02/01/2021 15:01;19,0;0,0;2,9;-83,0;-86;-92;-85;-59,0;-84;-71,0;-94,0
02/01/2021 15:01;18,0;0,0;2,9;-86,0;-86;-86;-87;-69,0;-78;-78,0;-94,0
02/01/2021 15:01;18,0;0,0;2,9;-87,0;-83;-200;-85;-68,0;-79;-79,0;-200,0
02/01/2021 15:01;18,0;0,0;2,9;-89,0;-86;-200;-83;-70,0;-84;-82,0;-200,0
02/01/2021 15:01;18,0;0,0;2,9;-88,0;-85;-85;-87;-70,0;-78;-81,0;-93,0
02/01/2021 15:01;18,0;0,0;2,9;-90,0;-80;-86;-85;-68,0;-78;-82,0;-200,0
02/01/2021 15:03;48,0;0,0;2,9;-88,0;-85;-92;-83;-79,0;-89;-76,0;-90,0
02/01/2021 15:03;48,0;0,0;2,9;-93,0;-88;-85;-86;-78,0;-88;-75,0;-88,0
02/01/2021 15:03;48,0;0,0;2,9;-84,0;-89;-84;-85;-76,0;-83;-81,0;-89,0
02/01/2021 15:03;48,0;0,0;2,9;-86,0;-91;-91;-85;-75,0;-94;-73,0;-90,0
02/01/2021 15:03;48,0;0,0;2,9;-85,0;-87;-85;-84;-79,0;-83;-72,0;-92,0
02/01/2021 15:03;50,0;0,0;2,9;-87,0;-91;-91;-81;-71,0;-85;-86,0;-89,0
02/01/2021 15:03;50,0;0,0;2,9;-87,0;-91;-89;-79;-71,0;-83;-82,0;-89,0
02/01/2021 15:03;50,0;0,0;2,9;-82,0;-89;-86;-85;-77,0;-85;-78,0;-89,0
02/01/2021 15:03;50,0;0,0;2,9;-83,0;-90;-200;-83;-72,0;-81;-73,0;-91,0
02/01/2021 15:03;50,0;0,0;2,9;-84,0;-91;-91;-80;-72,0;-83;-80,0;-90,0
02/01/2021 15:04;47,0;0,0;2,9;-82,0;-79;-85;-81;-74,0;-89;-71,0;-88,0
02/01/2021 15:04;47,0;0,0;2,9;-81,0;-80;-86;-86;-75,0;-88;-71,0;-90,0
02/01/2021 15:04;47,0;0,0;2,9;-82,0;-80;-89;-89;-73,0;-89;-71,0;-89,0
02/01/2021 15:04;47,0;0,0;2,9;-82,0;-79;-86;-78;-74,0;-86;-71,0;-89,0
02/01/2021 15:04;47,0;0,0;2,9;-81,0;-79;-87;-82;-74,0;-93;-71,0;-88,0
02/01/2021 15:05;45,0;0,0;2,9;-88,0;-81;-91;-88;-78,0;-77;-66,0;-92,0
02/01/2021 15:05;45,0;0,0;2,9;-82,0;-81;-200;-82;-80,0;-76;-66,0;-92,0
02/01/2021 15:05;45,0;0,0;2,9;-88,0;-84;-91;-81;-77,0;-74;-69,0;-94,0
02/01/2021 15:05;45,0;0,0;2,9;-91,0;-85;-98;-79;-78,0;-74;-69,0;-200,0
02/01/2021 15:05;45,0;0,0;2,9;-85,0;-82;-200;-85;-75,0;-75;-68,0;-200,0
02/01/2021 15:06;17,0;0,0;2,9;-91,0;-92;-84;-82;-77,0;-79;-76,0;-91,0
02/01/2021 15:06;17,0;0,0;2,9;-93,0;-87;-84;-80;-75,0;-76;-77,0;-90,0
02/01/2021 15:06;17,0;0,0;2,9;-81,0;-96;-91;-80;-75,0;-79;-76,0;-92,0
02/01/2021 15:06;17,0;0,0;2,9;-91,0;-91;-83;-80;-73,0;-79;-75,0;-91,0
02/01/2021 15:06;17,0;0,0;2,9;-82,0;-88;-94;-79;-74,0;-79;-76,0;-93,0
02/01/2021 15:06;16,0;0,0;2,9;-85,0;-79;-85;-87;-67,0;-74;-71,0;-88,0
02/01/2021 15:06;16,0;0,0;2,9;-82,0;-80;-87;-93;-70,0;-75;-74,0;-89,0
02/01/2021 15:06;16,0;0,0;2,9;-85,0;-81;-87;-91;-69,0;-76;-72,0;-88,0
02/01/2021 15:06;16,0;0,0;2,9;-83,0;-81;-88;-90;-68,0;-74;-71,0;-91,0
02/01/2021 15:06;16,0;0,0;2,9;-81,0;-88;-87;-89;-73,0;-77;-71,0;-200,0
02/01/2021 15:07;44,0;0,0;2,9;-80,0;-89;-90;-84;-77,0;-86;-78,0;-200,0
02/01/2021 15:07;44,0;0,0;2,9;-81,0;-89;-91;-85;-79,0;-95;-79,0;-200,0
02/01/2021 15:07;44,0;0,0;2,9;-82,0;-93;-82;-85;-81,0;-88;-81,0;-200,0
02/01/2021 15:07;44,0;0,0;2,9;-84,0;-91;-82;-87;-80,0;-84;-81,0;-200,0
02/01/2021 15:07;44,0;0,0;2,9;-82,0;-86;-81;-87;-83,0;-87;-88,0;-93,0
02/01/2021 15:08;46,0;0,0;2,9;-81,0;-83;-200;-78;-84,0;-78;-73,0;-200,0
02/01/2021 15:08;46,0;0,0;2,9;-81,0;-82;-91;-77;-80,0;-72;-73,0;-200,0
02/01/2021 15:08;46,0;0,0;2,9;-85,0;-80;-94;-79;-80,0;-78;-72,0;-200,0
02/01/2021 15:08;46,0;0,0;2,9;-87,0;-80;-93;-78;-86,0;-73;-74,0;-95,0
02/01/2021 15:08;46,0;0,0;2,9;-88,0;-81;-92;-79;-77,0;-72;-77,0;-93,0
02/01/2021 15:08;80,0;0,0;2,9;-86,0;-81;-200;-81;-75,0;-75;-64,0;-92,0
02/01/2021 15:08;80,0;0,0;2,9;-82,0;-81;-92;-79;-74,0;-73;-62,0;-95,0
02/01/2021 15:08;80,0;0,0;2,9;-84,0;-83;-88;-80;-75,0;-74;-63,0;-91,0
02/01/2021 15:08;80,0;0,0;2,9;-83,0;-83;-88;-79;-73,0;-74;-64,0;-93,0
02/01/2021 15:08;80,0;0,0;2,9;-82,0;-84;-88;-79;-74,0;-75;-63,0;-92,0
02/01/2021 15:09;75,0;0,0;2,9;-72,0;-90;-200;-85;-75,0;-83;-75,0;-200,0
02/01/2021 15:09;75,0;0,0;2,9;-73,0;-87;-90;-79;-81,0;-81;-76,0;-200,0
02/01/2021 15:09;75,0;0,0;2,9;-80,0;-90;-86;-83;-83,0;-80;-72,0;-200,0
02/01/2021 15:09;75,0;0,0;2,9;-73,0;-90;-200;-79;-81,0;-80;-76,0;-200,0
02/01/2021 15:09;75,0;0,0;2,9;-73,0;-88;-88;-79;-76,0;-81;-76,0;-200,0
02/01/2021 15:10;74,0;0,0;2,9;-89,0;-84;-88;-76;-81,0;-76;-70,0;-91,0
02/01/2021 15:10;74,0;0,0;2,9;-84,0;-85;-87;-76;-81,0;-76;-74,0;-93,0
02/01/2021 15:10;74,0;0,0;2,9;-81,0;-85;-86;-76;-82,0;-76;-90,0;-200,0
02/01/2021 15:10;74,0;0,0;2,9;-86,0;-84;-87;-76;-86,0;-92;-84,0;-95,0
02/01/2021 15:10;74,0;0,0;2,9;-87,0;-84;-88;-76;-88,0;-76;-80,0;-200,0
02/01/2021 15:10;73,0;0,0;2,9;-86,0;-91;-89;-76;-88,0;-80;-71,0;-200,0
02/01/2021 15:10;73,0;0,0;2,9;-85,0;-90;-84;-74;-92,0;-81;-82,0;-200,0
02/01/2021 15:10;73,0;0,0;2,9;-85,0;-87;-83;-75;-87,0;-80;-69,0;-200,0
02/01/2021 15:10;73,0;0,0;2,9;-86,0;-88;-83;-74;-86,0;-87;-68,0;-200,0
02/01/2021 15:10;73,0;0,0;2,9;-86,0;-87;-200;-75;-88,0;-88;-85,0;-200,0
02/01/2021 15:11;72,0;0,0;2,9;-87,0;-89;-93;-74;-90,0;-79;-86,0;-200,0
02/01/2021 15:11;72,0;0,0;2,9;-84,0;-92;-83;-75;-86,0;-87;-68,0;-200,0
02/01/2021 15:11;72,0;0,0;2,9;-87,0;-89;-82;-75;-90,0;-89;-86,0;-200,0
02/01/2021 15:11;72,0;0,0;2,9;-86,0;-92;-82;-75;-88,0;-80;-67,0;-200,0
02/01/2021 15:11;72,0;0,0;2,9;-77,0;-89;-83;-81;-86,0;-79;-68,0;-200,0
02/01/2021 15:11;85,0;0,0;2,9;-70,0;-85;-85;-77;-82,0;-76;-86,0;-200,0
02/01/2021 15:11;85,0;0,0;2,9;-70,0;-86;-86;-73;-79,0;-88;-79,0;-90,0
02/01/2021 15:12;85,0;0,0;2,9;-68,0;-77;-88;-75;-80,0;-76;-82,0;-92,0
02/01/2021 15:12;85,0;0,0;2,9;-69,0;-77;-84;-74;-83,0;-75;-82,0;-91,0
02/01/2021 15:12;85,0;0,0;2,9;-69,0;-81;-82;-73;-81,0;-82;-79,0;-91,0
02/01/2021 15:14;43,0;0,0;2,9;-82,0;-86;-84;-71;-81,0;-80;-75,0;-200,0
02/01/2021 15:14;43,0;0,0;2,9;-82,0;-86;-84;-71;-81,0;-80;-75,0;-200,0
02/01/2021 15:14;43,0;0,0;2,9;-82,0;-86;-84;-71;-81,0;-80;-75,0;-200,0
02/01/2021 15:14;43,0;0,0;2,9;-82,0;-88;-92;-71;-81,0;-80;-75,0;-90,0
02/01/2021 15:14;43,0;0,0;2,9;-81,0;-87;-92;-71;-80,0;-78;-76,0;-93,0
02/01/2021 15:14;41,0;0,0;2,9;-75,0;-79;-85;-71;-84,0;-80;-81,0;-91,0
02/01/2021 15:14;41,0;0,0;2,9;-95,0;-79;-86;-71;-86,0;-80;-71,0;-93,0
02/01/2021 15:14;41,0;0,0;2,9;-90,0;-79;-86;-71;-85,0;-79;-80,0;-93,0
02/01/2021 15:14;41,0;0,0;2,9;-75,0;-79;-84;-72;-88,0;-78;-72,0;-92,0
02/01/2021 15:14;41,0;0,0;2,9;-75,0;-80;-92;-71;-83,0;-77;-72,0;-87,0
02/01/2021 15:15;15,0;0,0;2,9;-78,0;-84;-90;-79;-76,0;-77;-84,0;-81,0
02/01/2021 15:15;15,0;0,0;2,9;-78,0;-78;-90;-79;-77,0;-79;-82,0;-85,0
02/01/2021 15:15;15,0;0,0;2,9;-79,0;-78;-88;-88;-78,0;-80;-87,0;-83,0
02/01/2021 15:15;15,0;0,0;2,9;-78,0;-77;-87;-85;-83,0;-82;-82,0;-83,0
02/01/2021 15:15;15,0;0,0;2,9;-79,0;-77;-89;-78;-77,0;-78;-82,0;-80,0
02/01/2021 15:15;14,0;0,0;2,9;-81,0;-200;-84;-89;-83,0;-76;-76,0;-86,0
02/01/2021 15:15;14,0;0,0;2,9;-77,0;-81;-83;-82;-83,0;-80;-80,0;-89,0
02/01/2021 15:15;14,0;0,0;2,9;-83,0;-79;-87;-83;-85,0;-78;-79,0;-82,0
02/01/2021 15:15;14,0;0,0;2,9;-78,0;-82;-83;-82;-81,0;-78;-80,0;-88,0
02/01/2021 15:15;14,0;0,0;2,9;-79,0;-80;-84;-87;-83,0;-77;-82,0;-87,0
02/01/2021 15:16;40,0;0,0;2,9;-69,0;-81;-81;-76;-85,0;-78;-80,0;-90,0
02/01/2021 15:16;40,0;0,0;2,9;-66,0;-81;-81;-85;-85,0;-73;-79,0;-90,0
02/01/2021 15:16;40,0;0,0;2,9;-66,0;-79;-82;-76;-86,0;-72;-80,0;-89,0
02/01/2021 15:16;40,0;0,0;2,9;-66,0;-80;-80;-83;-86,0;-76;-80,0;-92,0
02/01/2021 15:16;40,0;0,0;2,9;-66,0;-79;-81;-77;-82,0;-73;-80,0;-94,0
02/01/2021 15:17;42,0;0,0;2,9;-72,0;-76;-86;-83;-88,0;-91;-78,0;-87,0
02/01/2021 15:17;42,0;0,0;2,9;-73,0;-85;-89;-84;-84,0;-81;-73,0;-89,0
02/01/2021 15:17;42,0;0,0;2,9;-72,0;-77;-87;-84;-93,0;-75;-78,0;-87,0
02/01/2021 15:17;42,0;0,0;2,9;-72,0;-78;-92;-84;-90,0;-86;-76,0;-94,0
02/01/2021 15:17;42,0;0,0;2,9;-72,0;-87;-87;-79;-89,0;-84;-78,0;-86,0
02/01/2021 15:18;12,0;0,0;2,9;-74,0;-73;-89;-73;-88,0;-76;-82,0;-79,0
02/01/2021 15:18;12,0;0,0;2,9;-75,0;-79;-91;-75;-83,0;-74;-76,0;-76,0
02/01/2021 15:18;12,0;0,0;2,9;-72,0;-76;-86;-75;-84,0;-70;-79,0;-76,0
02/01/2021 15:18;12,0;0,0;2,9;-73,0;-75;-86;-76;-91,0;-70;-79,0;-76,0
02/01/2021 15:18;12,0;0,0;2,9;-72,0;-74;-88;-74;-84,0;-71;-78,0;-78,0
02/01/2021 15:19;13,0;0,0;2,9;-82,0;-78;-82;-72;-87,0;-87;-77,0;-78,0
02/01/2021 15:19;13,0;0,0;2,9;-79,0;-85;-82;-81;-89,0;-83;-78,0;-76,0
02/01/2021 15:19;13,0;0,0;2,9;-79,0;-78;-83;-72;-84,0;-77;-79,0;-78,0
02/01/2021 15:19;13,0;0,0;2,9;-80,0;-78;-79;-72;-84,0;-75;-81,0;-78,0
02/01/2021 15:19;13,0;0,0;2,9;-79,0;-79;-81;-73;-83,0;-76;-80,0;-77,0
02/01/2021 15:19;37,0;0,0;2,9;-71,0;-82;-90;-74;-89,0;-72;-90,0;-86,0
02/01/2021 15:19;37,0;0,0;2,9;-71,0;-81;-93;-74;-83,0;-71;-95,0;-86,0
02/01/2021 15:19;37,0;0,0;2,9;-72,0;-90;-88;-74;-91,0;-71;-88,0;-91,0
02/01/2021 15:19;37,0;0,0;2,9;-72,0;-87;-88;-76;-84,0;-71;-83,0;-85,0
02/01/2021 15:19;37,0;0,0;2,9;-72,0;-79;-91;-75;-83,0;-71;-82,0;-85,0
02/01/2021 15:20;39,0;0,0;2,9;-73,0;-73;-82;-81;-82,0;-83;-74,0;-91,0
02/01/2021 15:20;39,0;0,0;2,9;-73,0;-75;-93;-78;-83,0;-78;-76,0;-90,0
02/01/2021 15:20;39,0;0,0;2,9;-73,0;-73;-81;-78;-83,0;-78;-73,0;-93,0
02/01/2021 15:20;39,0;0,0;2,9;-75,0;-73;-81;-77;-82,0;-79;-73,0;-94,0
02/01/2021 15:20;39,0;0,0;2,9;-73,0;-74;-82;-76;-82,0;-79;-81,0;-90,0
02/01/2021 15:20;68,0;0,0;2,9;-71,0;-85;-85;-75;-84,0;-72;-78,0;-86,0
02/01/2021 15:20;68,0;0,0;2,9;-71,0;-77;-85;-73;-84,0;-74;-91,0;-82,0
02/01/2021 15:20;68,0;0,0;2,9;-71,0;-81;-83;-73;-86,0;-71;-78,0;-85,0
02/01/2021 15:20;68,0;0,0;2,9;-71,0;-80;-88;-73;-79,0;-71;-78,0;-87,0
02/01/2021 15:20;68,0;0,0;2,9;-71,0;-78;-85;-72;-90,0;-71;-78,0;-87,0
02/01/2021 15:21;69,0;0,0;2,9;-78,0;-71;-92;-79;-80,0;-75;-78,0;-90,0
02/01/2021 15:21;69,0;0,0;2,9;-81,0;-71;-91;-87;-81,0;-71;-88,0;-89,0
02/01/2021 15:21;69,0;0,0;2,9;-81,0;-71;-90;-80;-80,0;-72;-77,0;-89,0
02/01/2021 15:21;69,0;0,0;2,9;-81,0;-71;-88;-87;-80,0;-72;-77,0;-93,0
02/01/2021 15:21;69,0;0,0;2,9;-74,0;-71;-89;-83;-80,0;-71;-76,0;-90,0
02/01/2021 15:21;70,0;0,0;2,9;-75,0;-71;-78;-76;-81,0;-71;-80,0;-90,0
02/01/2021 15:21;70,0;0,0;2,9;-73,0;-71;-78;-74;-85,0;-72;-81,0;-90,0
02/01/2021 15:21;70,0;0,0;2,9;-73,0;-71;-78;-79;-80,0;-94;-91,0;-89,0
02/01/2021 15:21;70,0;0,0;2,9;-73,0;-71;-77;-79;-83,0;-71;-88,0;-90,0
02/01/2021 15:21;70,0;0,0;2,9;-73,0;-70;-78;-76;-82,0;-70;-81,0;-92,0
02/01/2021 15:22;71,0;0,0;2,9;-81,0;-87;-82;-79;-80,0;-73;-94,0;-90,0
02/01/2021 15:22;71,0;0,0;2,9;-83,0;-86;-79;-79;-92,0;-89;-91,0;-91,0
02/01/2021 15:22;71,0;0,0;2,9;-80,0;-87;-80;-79;-80,0;-80;-87,0;-93,0
02/01/2021 15:22;71,0;0,0;2,9;-81,0;-86;-79;-80;-91,0;-79;-82,0;-89,0
02/01/2021 15:22;71,0;0,0;2,9;-82,0;-87;-79;-80;-92,0;-80;-89,0;-89,0
02/01/2021 15:23;36,0;0,0;2,9;-74,0;-72;-77;-74;-85,0;-74;-77,0;-89,0
02/01/2021 15:23;36,0;0,0;2,9;-75,0;-71;-78;-73;-85,0;-73;-76,0;-88,0
02/01/2021 15:23;36,0;0,0;2,9;-75,0;-71;-77;-73;-86,0;-73;-76,0;-200,0
02/01/2021 15:23;36,0;0,0;2,9;-76,0;-79;-77;-76;-85,0;-74;-77,0;-86,0
02/01/2021 15:23;36,0;0,0;2,9;-75,0;-71;-79;-73;-86,0;-72;-81,0;-91,0
02/01/2021 15:23;38,0;0,0;2,9;-73,0;-86;-79;-77;-84,0;-72;-78,0;-89,0
02/01/2021 15:23;38,0;0,0;2,9;-68,0;-73;-80;-72;-91,0;-67;-76,0;-90,0
02/01/2021 15:23;38,0;0,0;2,9;-77,0;-74;-80;-73;-86,0;-68;-77,0;-200,0
02/01/2021 15:23;38,0;0,0;2,9;-69,0;-74;-80;-73;-86,0;-68;-77,0;-83,0
02/01/2021 15:23;38,0;0,0;2,9;-69,0;-74;-81;-73;-91,0;-68;-77,0;-89,0
02/01/2021 15:24;81,0;0,0;2,9;-71,0;-83;-76;-68;-86,0;-60;-82,0;-86,0
02/01/2021 15:24;81,0;0,0;2,9;-72,0;-84;-73;-71;-85,0;-61;-83,0;-86,0
02/01/2021 15:24;81,0;0,0;2,9;-68,0;-91;-76;-67;-85,0;-61;-82,0;-87,0
02/01/2021 15:24;81,0;0,0;2,9;-73,0;-79;-76;-66;-86,0;-61;-78,0;-85,0
02/01/2021 15:24;81,0;0,0;2,9;-68,0;-89;-77;-71;-84,0;-63;-80,0;-85,0
02/01/2021 15:25;10,0;0,0;2,9;-86,0;-75;-89;-62;-92,0;-70;-82,0;-83,0
02/01/2021 15:25;10,0;0,0;2,9;-85,0;-75;-91;-68;-92,0;-88;-87,0;-84,0
02/01/2021 15:25;10,0;0,0;2,9;-91,0;-76;-88;-72;-89,0;-70;-76,0;-88,0
02/01/2021 15:25;10,0;0,0;2,9;-89,0;-76;-88;-71;-89,0;-69;-76,0;-89,0
02/01/2021 15:25;10,0;0,0;2,9;-85,0;-73;-87;-71;-90,0;-68;-76,0;-86,0
02/01/2021 15:25;11,0;0,0;2,9;-72,0;-80;-80;-74;-79,0;-68;-84,0;-85,0
02/01/2021 15:25;11,0;0,0;2,9;-73,0;-77;-80;-74;-79,0;-68;-83,0;-87,0
02/01/2021 15:25;11,0;0,0;2,9;-74,0;-78;-80;-73;-79,0;-68;-83,0;-84,0
02/01/2021 15:25;11,0;0,0;2,9;-74,0;-78;-81;-75;-84,0;-66;-84,0;-90,0
02/01/2021 15:26;11,0;0,0;2,9;-73,0;-78;-85;-70;-84,0;-68;-83,0;-85,0
02/01/2021 15:26;33,0;0,0;2,9;-69,0;-79;-74;-83;-86,0;-63;-84,0;-89,0
02/01/2021 15:26;33,0;0,0;2,9;-69,0;-93;-75;-74;-89,0;-62;-84,0;-89,0
02/01/2021 15:26;33,0;0,0;2,9;-69,0;-82;-76;-75;-88,0;-62;-83,0;-81,0
02/01/2021 15:26;33,0;0,0;2,9;-77,0;-78;-83;-75;-88,0;-60;-92,0;-84,0
02/01/2021 15:26;33,0;0,0;2,9;-69,0;-78;-76;-74;-88,0;-61;-84,0;-89,0
02/01/2021 15:26;35,0;0,0;2,9;-72,0;-67;-72;-69;-88,0;-62;-90,0;-79,0
02/01/2021 15:26;35,0;0,0;2,9;-74,0;-66;-72;-69;-89,0;-63;-82,0;-81,0
02/01/2021 15:26;35,0;0,0;2,9;-72,0;-67;-72;-69;-93,0;-64;-83,0;-81,0
02/01/2021 15:26;35,0;0,0;2,9;-72,0;-70;-72;-68;-89,0;-64;-82,0;-79,0
02/01/2021 15:26;35,0;0,0;2,9;-75,0;-66;-75;-67;-92,0;-65;-85,0;-79,0
02/01/2021 15:27;67,0;0,0;2,9;-79,0;-74;-88;-70;-90,0;-71;-85,0;-82,0
02/01/2021 15:27;67,0;0,0;2,9;-78,0;-71;-76;-70;-89,0;-71;-87,0;-83,0
02/01/2021 15:27;67,0;0,0;2,9;-84,0;-69;-81;-69;-89,0;-67;-89,0;-84,0
02/01/2021 15:27;67,0;0,0;2,9;-82,0;-70;-84;-69;-91,0;-68;-93,0;-85,0
02/01/2021 15:27;67,0;0,0;2,9;-79,0;-75;-76;-70;-90,0;-70;-89,0;-85,0
02/01/2021 15:27;66,0;0,0;2,9;-81,0;-68;-76;-71;-88,0;-71;-82,0;-84,0
02/01/2021 15:28;66,0;0,0;2,9;-82,0;-69;-76;-73;-80,0;-71;-83,0;-83,0
02/01/2021 15:28;66,0;0,0;2,9;-80,0;-72;-76;-71;-88,0;-71;-84,0;-82,0
02/01/2021 15:28;66,0;0,0;2,9;-80,0;-71;-77;-87;-80,0;-72;-83,0;-79,0
02/01/2021 15:28;66,0;0,0;2,9;-83,0;-75;-76;-74;-81,0;-71;-84,0;-80,0
02/01/2021 15:28;65,0;0,0;2,9;-77,0;-71;-71;-73;-88,0;-65;-83,0;-81,0
02/01/2021 15:28;65,0;0,0;2,9;-81,0;-72;-71;-73;-89,0;-66;-85,0;-81,0
02/01/2021 15:28;65,0;0,0;2,9;-78,0;-74;-71;-72;-93,0;-66;-85,0;-81,0
02/01/2021 15:28;65,0;0,0;2,9;-80,0;-71;-71;-81;-200,0;-66;-87,0;-81,0
02/01/2021 15:28;65,0;0,0;2,9;-77,0;-73;-71;-74;-91,0;-67;-86,0;-87,0
02/01/2021 15:28;64,0;0,0;2,9;-87,0;-66;-73;-73;-90,0;-63;-76,0;-87,0
02/01/2021 15:28;64,0;0,0;2,9;-84,0;-66;-71;-72;-91,0;-63;-76,0;-76,0
02/01/2021 15:28;64,0;0,0;2,9;-86,0;-66;-72;-79;-89,0;-64;-76,0;-76,0
02/01/2021 15:28;64,0;0,0;2,9;-84,0;-68;-89;-76;-90,0;-90;-87,0;-85,0
02/01/2021 15:28;64,0;0,0;2,9;-85,0;-67;-72;-81;-90,0;-63;-86,0;-84,0
02/01/2021 15:29;32,0;0,0;2,9;-89,0;-79;-77;-66;-86,0;-59;-84,0;-90,0
02/01/2021 15:29;32,0;0,0;2,9;-87,0;-79;-76;-66;-89,0;-60;-85,0;-81,0
02/01/2021 15:29;32,0;0,0;2,9;-89,0;-70;-80;-65;-90,0;-58;-86,0;-79,0
02/01/2021 15:29;32,0;0,0;2,9;-82,0;-77;-75;-65;-92,0;-59;-85,0;-93,0
02/01/2021 15:29;32,0;0,0;2,9;-83,0;-78;-75;-65;-90,0;-59;-85,0;-78,0
02/01/2021 15:29;34,0;0,0;2,9;-77,0;-65;-74;-65;-87,0;-58;-89,0;-81,0
02/01/2021 15:29;34,0;0,0;2,9;-85,0;-74;-71;-65;-89,0;-59;-90,0;-89,0
02/01/2021 15:29;34,0;0,0;2,9;-85,0;-65;-69;-68;-86,0;-59;-89,0;-86,0
02/01/2021 15:29;34,0;0,0;2,9;-85,0;-67;-77;-70;-84,0;-57;-90,0;-86,0
02/01/2021 15:29;34,0;0,0;2,9;-85,0;-66;-72;-66;-89,0;-59;-87,0;-87,0
02/01/2021 15:30;82,0;0,0;2,9;-84,0;-72;-77;-70;-86,0;-60;-84,0;-84,0
02/01/2021 15:30;82,0;0,0;2,9;-88,0;-66;-91;-70;-87,0;-56;-84,0;-85,0
02/01/2021 15:30;82,0;0,0;2,9;-85,0;-72;-84;-70;-86,0;-54;-84,0;-85,0
02/01/2021 15:30;82,0;0,0;2,9;-86,0;-73;-85;-71;-87,0;-55;-86,0;-84,0
02/01/2021 15:30;82,0;0,0;2,9;-86,0;-72;-86;-69;-89,0;-56;-84,0;-84,0
02/01/2021 15:31;8,0;0,0;2,9;-75,0;-86;-86;-68;-91,0;-71;-81,0;-86,0
