Time;x;y;z;7c:9e:bd:f9:c3:72;7c:9e:bd:f0:91:c6;7c:9e:bd:f1:d3:e6;7c:9e:bd:f0:87:de;7c:9e:bd:f1:d6:92;7c:9e:bd:f8:d5:de;7c:9e:bd:f1:e3:96;7c:9e:bd:f9:ad:76
02/01/2021 19:05;120,0;0,0;1,0;-73,0;-77,0;-79,0;-52,0;-90,0;-88,0;-90,0;-79,0
02/01/2021 19:05;120,0;0,0;1,0;-72,0;-77,0;-79,0;-52,0;-88,0;-75,0;-90,0;-79,0
02/01/2021 19:05;120,0;0,0;1,0;-72,0;-75,0;-76,0;-53,0;-91,0;-78,0;-87,0;-78,0
02/01/2021 19:05;120,0;0,0;1,0;-72,0;-75,0;-76,0;-52,0;-81,0;-90,0;-86,0;-77,0
02/01/2021 19:05;120,0;0,0;1,0;-72,0;-73,0;-77,0;-52,0;-83,0;-84,0;-88,0;-78,0
02/01/2021 19:05;121,0;0,0;1,0;-78,0;-76,0;-78,0;-59,0;-81,0;-81,0;-82,0;-88,0
02/01/2021 19:05;121,0;0,0;1,0;-78,0;-75,0;-78,0;-59,0;-81,0;-67,0;-87,0;-88,0
02/01/2021 19:05;121,0;0,0;1,0;-78,0;-80,0;-79,0;-60,0;-81,0;-81,0;-82,0;-83,0
02/01/2021 19:05;121,0;0,0;1,0;-77,0;-74,0;-77,0;-60,0;-81,0;-80,0;-88,0;-84,0
02/01/2021 19:05;121,0;0,0;1,0;-77,0;-76,0;-77,0;-60,0;-81,0;-65,0;-88,0;-84,0
02/01/2021 19:05;118,0;0,0;1,0;-81,0;-80,0;-83,0;-57,0;-200,0;-69,0;-85,0;-81,0
02/01/2021 19:05;118,0;0,0;1,0;-81,0;-73,0;-84,0;-58,0;-93,0;-69,0;-86,0;-82,0
02/01/2021 19:05;118,0;0,0;1,0;-80,0;-73,0;-77,0;-60,0;-94,0;-69,0;-88,0;-82,0
02/01/2021 19:06;118,0;0,0;1,0;-81,0;-77,0;-83,0;-57,0;-93,0;-69,0;-91,0;-80,0
02/01/2021 19:06;118,0;0,0;1,0;-81,0;-71,0;-87,0;-58,0;-92,0;-76,0;-87,0;-81,0
02/01/2021 19:06;119,0;0,0;1,0;-82,0;-82,0;-72,0;-73,0;-86,0;-68,0;-200,0;-85,0
02/01/2021 19:06;119,0;0,0;1,0;-82,0;-72,0;-72,0;-74,0;-83,0;-67,0;-83,0;-85,0
02/01/2021 19:06;119,0;0,0;1,0;-89,0;-72,0;-72,0;-75,0;-85,0;-66,0;-83,0;-86,0
02/01/2021 19:06;119,0;0,0;1,0;-82,0;-72,0;-90,0;-72,0;-85,0;-66,0;-84,0;-88,0
02/01/2021 19:06;119,0;0,0;1,0;-85,0;-72,0;-72,0;-71,0;-86,0;-71,0;-84,0;-86,0
02/01/2021 19:06;117,0;0,0;1,0;-84,0;-71,0;-76,0;-67,0;-90,0;-76,0;-80,0;-76,0
02/01/2021 19:06;117,0;0,0;1,0;-83,0;-72,0;-77,0;-67,0;-90,0;-82,0;-79,0;-89,0
02/01/2021 19:06;117,0;0,0;1,0;-83,0;-71,0;-76,0;-68,0;-200,0;-76,0;-77,0;-76,0
02/01/2021 19:06;117,0;0,0;1,0;-91,0;-71,0;-73,0;-68,0;-94,0;-75,0;-82,0;-79,0
02/01/2021 19:06;117,0;0,0;1,0;-83,0;-78,0;-75,0;-68,0;-91,0;-72,0;-78,0;-81,0
02/01/2021 19:07;116,0;0,0;1,0;-88;-77;-84;-85;-88;-75;-83;-84
02/01/2021 19:07;116,0;0,0;1,0;-88;-81;-83;-87;-200;-74;-80;-82
02/01/2021 19:07;116,0;0,0;1,0;-83;-79;-83;-83;-89;-72;-80;-85
02/01/2021 19:07;116,0;0,0;1,0;-84;-77;-83;-90;-92;-72;-80;-84
02/01/2021 19:07;116,0;0,0;1,0;-86;-78;-84;-87;-94;-73;-79;-83
